Event,Market,Ticker,CloseTime,YesBid,YesAsk,NoBid,NoAsk,LastPrice,OpenInterest,Volume24h,Status,series,GameDate,Away,Home,AwayName,HomeName,Selection,SelectionName,Matchup
Los Angeles C at Detroit,Los Angeles C vs Detroit Winner?,KXNFLGAME-25JUL31LACDET-DET,2025-08-01 03:54:11.506822+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,229516,0,finalized,KXNFLGAME,2025-07-31,LAC,DET,Chargers,Lions,DET,Lions,Chargers @ Lions
Los Angeles C at Detroit,Los Angeles C vs Detroit Winner?,KXNFLGAME-25JUL31LACDET-LAC,2025-08-01 03:54:11.506822+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,155522,0,finalized,KXNFLGAME,2025-07-31,LAC,DET,Chargers,Lions,LAC,Chargers,Chargers @ Lions
Indianapolis at Baltimore,Indianapolis vs Baltimore Winner?,KXNFLGAME-25AUG07INDBAL-BAL,2025-08-08 02:56:21.090376+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,138891,0,finalized,KXNFLGAME,2025-08-07,IND,BAL,Colts,Ravens,BAL,Ravens,Colts @ Ravens
Indianapolis at Baltimore,Indianapolis vs Baltimore Winner?,KXNFLGAME-25AUG07INDBAL-IND,2025-08-08 02:56:21.090376+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,96958,0,finalized,KXNFLGAME,2025-08-07,IND,BAL,Colts,Ravens,IND,Colts,Colts @ Ravens
Cincinnati at Philadelphia,Cincinnati vs Philadelphia Winner?,KXNFLGAME-25AUG07CINPHI-CIN,2025-08-08 03:08:14.720622+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,98313,0,finalized,KXNFLGAME,2025-08-07,CIN,PHI,Bengals,Eagles,CIN,Bengals,Bengals @ Eagles
Cincinnati at Philadelphia,Cincinnati vs Philadelphia Winner?,KXNFLGAME-25AUG07CINPHI-PHI,2025-08-08 03:08:14.720622+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,55240,0,finalized,KXNFLGAME,2025-08-07,CIN,PHI,Bengals,Eagles,PHI,Eagles,Bengals @ Eagles
Las Vegas at Seattle,Las Vegas vs Seattle Winner?,KXNFLGAME-25AUG07LVSEA-LV,,0.0000,1.0000,0.0000,1.0000,0.4800,169223,47533,finalized,KXNFLGAME,2025-08-07,LV,SEA,Raiders,Seahawks,LV,Raiders,Raiders @ Seahawks
Las Vegas at Seattle,Las Vegas vs Seattle Winner?,KXNFLGAME-25AUG07LVSEA-SEA,,0.0000,1.0000,0.0000,1.0000,0.4800,220884,52826,finalized,KXNFLGAME,2025-08-07,LV,SEA,Raiders,Seahawks,SEA,Seahawks,Raiders @ Seahawks
Detroit at Atlanta,Detroit vs Atlanta Winner?,KXNFLGAME-25AUG08DETATL-ATL,2025-08-09 02:12:53.863656+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,49776,0,finalized,KXNFLGAME,2025-08-08,DET,ATL,Lions,Falcons,ATL,Falcons,Lions @ Falcons
Detroit at Atlanta,Detroit vs Atlanta Winner?,KXNFLGAME-25AUG08DETATL-DET,2025-08-09 02:12:53.863656+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,58228,0,finalized,KXNFLGAME,2025-08-08,DET,ATL,Lions,Falcons,DET,Lions,Lions @ Falcons
Cleveland at Carolina,Cleveland vs Carolina Winner?,KXNFLGAME-25AUG08CLECAR-CAR,2025-08-09 02:36:18.628651+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,73742,0,finalized,KXNFLGAME,2025-08-08,CLE,CAR,Browns,Panthers,CAR,Panthers,Browns @ Panthers
Cleveland at Carolina,Cleveland vs Carolina Winner?,KXNFLGAME-25AUG08CLECAR-CLE,2025-08-09 02:36:18.628651+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,121636,0,finalized,KXNFLGAME,2025-08-08,CLE,CAR,Browns,Panthers,CLE,Browns,Browns @ Panthers
Washington at New England,Washington vs New England Winner?,KXNFLGAME-25AUG08WASNE-NE,2025-08-09 03:08:23.727551+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,26003,0,finalized,KXNFLGAME,2025-08-08,WAS,NE,Commanders,Patriots,NE,Patriots,Commanders @ Patriots
Washington at New England,Washington vs New England Winner?,KXNFLGAME-25AUG08WASNE-WAS,2025-08-09 03:08:23.727551+00:00,0.0000,1.0000,0.0000,1.0000,0.0200,55570,0,finalized,KXNFLGAME,2025-08-08,WAS,NE,Commanders,Patriots,WAS,Commanders,Commanders @ Patriots
Kansas City at Arizona,Kansas City vs Arizona Winner?,KXNFLGAME-25AUG09KCARI-ARI,2025-08-10 03:40:30.437695+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,57442,0,finalized,KXNFLGAME,2025-08-09,KC,ARI,Chiefs,Cardinals,ARI,Cardinals,Chiefs @ Cardinals
Kansas City at Arizona,Kansas City vs Arizona Winner?,KXNFLGAME-25AUG09KCARI-KC,2025-08-10 03:40:30.437695+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,52228,0,finalized,KXNFLGAME,2025-08-09,KC,ARI,Chiefs,Cardinals,KC,Chiefs,Chiefs @ Cardinals
New York G at Buffalo,New York G vs Buffalo Winner?,KXNFLGAME-25AUG09NYGBUF-BUF,2025-08-09 21:00:44.527858+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,124232,0,finalized,KXNFLGAME,2025-08-09,NYG,BUF,Giants,Bills,BUF,Bills,Giants @ Bills
New York G at Buffalo,New York G vs Buffalo Winner?,KXNFLGAME-25AUG09NYGBUF-NYG,2025-08-09 21:00:44.527858+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,114463,0,finalized,KXNFLGAME,2025-08-09,NYG,BUF,Giants,Bills,NYG,Giants,Giants @ Bills
New York J at Green Bay,New York J vs Green Bay Winner?,KXNFLGAME-25AUG09NYJGB-GB,2025-08-10 03:28:22.202872+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,37006,0,finalized,KXNFLGAME,2025-08-09,NYJ,GB,Jets,Packers,GB,Packers,Jets @ Packers
New York J at Green Bay,New York J vs Green Bay Winner?,KXNFLGAME-25AUG09NYJGB-NYJ,2025-08-10 03:28:22.202872+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,39862,0,finalized,KXNFLGAME,2025-08-09,NYJ,GB,Jets,Packers,NYJ,Jets,Jets @ Packers
Pittsburgh at Jacksonville,Pittsburgh vs Jacksonville Winner?,KXNFLGAME-25AUG09PITJAC-JAC,2025-08-10 02:58:11.742557+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,36916,0,finalized,KXNFLGAME,2025-08-09,PIT,JAC,Steelers,Jaguars,JAC,Jaguars,Steelers @ Jaguars
Pittsburgh at Jacksonville,Pittsburgh vs Jacksonville Winner?,KXNFLGAME-25AUG09PITJAC-PIT,2025-08-10 02:58:11.742557+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,44077,0,finalized,KXNFLGAME,2025-08-09,PIT,JAC,Steelers,Jaguars,PIT,Steelers,Steelers @ Jaguars
Dallas at Los Angeles R,Dallas vs Los Angeles R Winner?,KXNFLGAME-25AUG09DALLA-DAL,2025-08-10 02:36:18.369136+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,53270,0,finalized,KXNFLGAME,2025-08-09,DAL,LA,Cowboys,Los Angeles,DAL,Cowboys,Cowboys @ Los Angeles
Dallas at Los Angeles R,Dallas vs Los Angeles R Winner?,KXNFLGAME-25AUG09DALLA-LA,2025-08-10 02:36:18.369136+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,35741,0,finalized,KXNFLGAME,2025-08-09,DAL,LA,Cowboys,Los Angeles,LA,Los Angeles,Cowboys @ Los Angeles
Houston at Minnesota,Houston vs Minnesota Winner?,KXNFLGAME-25AUG09HOUMIN-HOU,2025-08-09 23:38:13.620298+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,106195,0,finalized,KXNFLGAME,2025-08-09,HOU,MIN,Texans,Vikings,HOU,Texans,Texans @ Vikings
Houston at Minnesota,Houston vs Minnesota Winner?,KXNFLGAME-25AUG09HOUMIN-MIN,2025-08-09 23:38:13.620298+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,57460,0,finalized,KXNFLGAME,2025-08-09,HOU,MIN,Texans,Vikings,MIN,Vikings,Texans @ Vikings
Denver at San Francisco,Denver vs San Francisco Winner?,KXNFLGAME-25AUG09DENSF-DEN,2025-08-10 04:04:51.376793+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,40039,0,finalized,KXNFLGAME,2025-08-09,DEN,SF,Broncos,49ers,DEN,Broncos,Broncos @ 49ers
Denver at San Francisco,Denver vs San Francisco Winner?,KXNFLGAME-25AUG09DENSF-SF,2025-08-10 04:04:51.376793+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,83098,0,finalized,KXNFLGAME,2025-08-09,DEN,SF,Broncos,49ers,SF,49ers,Broncos @ 49ers
Tennessee at Tampa Bay,Tennessee vs Tampa Bay Winner?,KXNFLGAME-25AUG09TENTB-TB,2025-08-10 03:04:52.671726+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,24758,0,finalized,KXNFLGAME,2025-08-09,TEN,TB,Titans,Buccaneers,TB,Buccaneers,Titans @ Buccaneers
Tennessee at Tampa Bay,Tennessee vs Tampa Bay Winner?,KXNFLGAME-25AUG09TENTB-TEN,2025-08-10 03:04:52.671726+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,19931,0,finalized,KXNFLGAME,2025-08-09,TEN,TB,Titans,Buccaneers,TEN,Titans,Titans @ Buccaneers
Miami at Chicago,Miami vs Chicago Winner?,KXNFLGAME-25AUG10MIACHI-CHI,,0.0000,1.0000,0.0000,1.0000,0.4900,69027,0,finalized,KXNFLGAME,2025-08-10,MIA,CHI,Dolphins,Bears,CHI,Bears,Dolphins @ Bears
Miami at Chicago,Miami vs Chicago Winner?,KXNFLGAME-25AUG10MIACHI-MIA,,0.0000,1.0000,0.0000,1.0000,0.4900,118524,0,finalized,KXNFLGAME,2025-08-10,MIA,CHI,Dolphins,Bears,MIA,Dolphins,Dolphins @ Bears
New Orleans at Los Angeles C,New Orleans vs Los Angeles C Winner?,KXNFLGAME-25AUG10NOLAC-LAC,2025-08-10 23:36:08.175249+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,76593,0,finalized,KXNFLGAME,2025-08-10,NO,LAC,Saints,Chargers,LAC,Chargers,Saints @ Chargers
New Orleans at Los Angeles C,New Orleans vs Los Angeles C Winner?,KXNFLGAME-25AUG10NOLAC-NO,2025-08-10 23:36:08.175249+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,90332,0,finalized,KXNFLGAME,2025-08-10,NO,LAC,Saints,Chargers,NO,Saints,Saints @ Chargers
Tennessee at Atlanta,Tennessee at Atlanta Winner?,KXNFLGAME-25AUG15TENATL-ATL,2025-08-16 02:44:42.949531+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,97424,0,finalized,KXNFLGAME,2025-08-15,TEN,ATL,Titans,Falcons,ATL,Falcons,Titans @ Falcons
Tennessee at Atlanta,Tennessee at Atlanta Winner?,KXNFLGAME-25AUG15TENATL-TEN,2025-08-16 02:44:42.949531+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,46633,0,finalized,KXNFLGAME,2025-08-15,TEN,ATL,Titans,Falcons,TEN,Titans,Titans @ Falcons
Kansas City at Seattle,Kansas City at Seattle Winner?,KXNFLGAME-25AUG15KCSEA-KC,2025-08-16 05:26:10.291194+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,128856,0,finalized,KXNFLGAME,2025-08-15,KC,SEA,Chiefs,Seahawks,KC,Chiefs,Chiefs @ Seahawks
Kansas City at Seattle,Kansas City at Seattle Winner?,KXNFLGAME-25AUG15KCSEA-SEA,2025-08-16 05:26:10.291194+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,34425,0,finalized,KXNFLGAME,2025-08-15,KC,SEA,Chiefs,Seahawks,SEA,Seahawks,Chiefs @ Seahawks
Baltimore at Dallas,Baltimore at Dallas Winner?,KXNFLGAME-25AUG16BALDAL-BAL,2025-08-17 03:05:23.398157+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,51781,0,finalized,KXNFLGAME,2025-08-16,BAL,DAL,Ravens,Cowboys,BAL,Ravens,Ravens @ Cowboys
Baltimore at Dallas,Baltimore at Dallas Winner?,KXNFLGAME-25AUG16BALDAL-DAL,2025-08-17 03:05:23.398157+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,53293,0,finalized,KXNFLGAME,2025-08-16,BAL,DAL,Ravens,Cowboys,DAL,Cowboys,Ravens @ Cowboys
Arizona at Denver,Arizona at Denver Winner?,KXNFLGAME-25AUG16ARIDEN-ARI,2025-08-17 05:00:30.400855+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,68353,0,finalized,KXNFLGAME,2025-08-16,ARI,DEN,Cardinals,Broncos,ARI,Cardinals,Cardinals @ Broncos
Arizona at Denver,Arizona at Denver Winner?,KXNFLGAME-25AUG16ARIDEN-DEN,2025-08-17 05:00:30.400855+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,32660,0,finalized,KXNFLGAME,2025-08-16,ARI,DEN,Cardinals,Broncos,DEN,Broncos,Cardinals @ Broncos
Miami at Detroit,Miami at Detroit Winner?,KXNFLGAME-25AUG16MIADET-DET,2025-08-16 20:50:35.688243+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,50693,0,finalized,KXNFLGAME,2025-08-16,MIA,DET,Dolphins,Lions,DET,Lions,Dolphins @ Lions
Miami at Detroit,Miami at Detroit Winner?,KXNFLGAME-25AUG16MIADET-MIA,2025-08-16 20:50:35.688243+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,38348,0,finalized,KXNFLGAME,2025-08-16,MIA,DET,Dolphins,Lions,MIA,Dolphins,Dolphins @ Lions
Carolina at Houston,Carolina at Houston Winner?,KXNFLGAME-25AUG16CARHOU-CAR,2025-08-16 20:30:32.619828+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,29051,0,finalized,KXNFLGAME,2025-08-16,CAR,HOU,Panthers,Texans,CAR,Panthers,Panthers @ Texans
Carolina at Houston,Carolina at Houston Winner?,KXNFLGAME-25AUG16CARHOU-HOU,2025-08-16 20:30:32.619828+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,23188,0,finalized,KXNFLGAME,2025-08-16,CAR,HOU,Panthers,Texans,HOU,Texans,Panthers @ Texans
Green Bay at Indianapolis,Green Bay at Indianapolis Winner?,KXNFLGAME-25AUG16GBIND-GB,2025-08-16 20:56:28.893111+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,52944,0,finalized,KXNFLGAME,2025-08-16,GB,IND,Packers,Colts,GB,Packers,Packers @ Colts
Green Bay at Indianapolis,Green Bay at Indianapolis Winner?,KXNFLGAME-25AUG16GBIND-IND,2025-08-16 20:56:28.893111+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,22398,0,finalized,KXNFLGAME,2025-08-16,GB,IND,Packers,Colts,IND,Colts,Packers @ Colts
Los Angeles C at Los Angeles R,Los Angeles C at Los Angeles R Winner?,KXNFLGAME-25AUG16LACLA-LA,2025-08-17 03:05:15.602368+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,66884,0,finalized,KXNFLGAME,2025-08-16,LAC,LA,Chargers,Los Angeles,LA,Los Angeles,Chargers @ Los Angeles
Los Angeles C at Los Angeles R,Los Angeles C at Los Angeles R Winner?,KXNFLGAME-25AUG16LACLA-LAC,2025-08-17 03:05:15.602368+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,41200,0,finalized,KXNFLGAME,2025-08-16,LAC,LA,Chargers,Los Angeles,LAC,Chargers,Chargers @ Los Angeles
San Francisco at Las Vegas,San Francisco at Las Vegas Winner?,KXNFLGAME-25AUG16SFLV-LV,2025-08-16 23:32:20.769895+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,99625,0,finalized,KXNFLGAME,2025-08-16,SF,LV,49ers,Raiders,LV,Raiders,49ers @ Raiders
San Francisco at Las Vegas,San Francisco at Las Vegas Winner?,KXNFLGAME-25AUG16SFLV-SF,2025-08-16 23:32:20.769895+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,100551,0,finalized,KXNFLGAME,2025-08-16,SF,LV,49ers,Raiders,SF,49ers,49ers @ Raiders
New England at Minnesota,New England at Minnesota Winner?,KXNFLGAME-25AUG16NEMIN-MIN,2025-08-16 20:48:18.073071+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,43167,0,finalized,KXNFLGAME,2025-08-16,NE,MIN,Patriots,Vikings,MIN,Vikings,Patriots @ Vikings
New England at Minnesota,New England at Minnesota Winner?,KXNFLGAME-25AUG16NEMIN-NE,2025-08-16 20:48:18.073071+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,52088,0,finalized,KXNFLGAME,2025-08-16,NE,MIN,Patriots,Vikings,NE,Patriots,Patriots @ Vikings
New York J at New York G,New York J at New York G Winner?,KXNFLGAME-25AUG16NYJNYG-NYG,2025-08-17 02:17:52.387322+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,39337,0,finalized,KXNFLGAME,2025-08-16,NYJ,NYG,Jets,Giants,NYG,Giants,Jets @ Giants
New York J at New York G,New York J at New York G Winner?,KXNFLGAME-25AUG16NYJNYG-NYJ,2025-08-17 02:17:52.387322+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,61375,0,finalized,KXNFLGAME,2025-08-16,NYJ,NYG,Jets,Giants,NYJ,Jets,Jets @ Giants
Cleveland at Philadelphia,Cleveland at Philadelphia Winner?,KXNFLGAME-25AUG16CLEPHI-CLE,2025-08-16 20:16:32.272846+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,42781,0,finalized,KXNFLGAME,2025-08-16,CLE,PHI,Browns,Eagles,CLE,Browns,Browns @ Eagles
Cleveland at Philadelphia,Cleveland at Philadelphia Winner?,KXNFLGAME-25AUG16CLEPHI-PHI,2025-08-16 20:16:32.272846+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,65149,0,finalized,KXNFLGAME,2025-08-16,CLE,PHI,Browns,Eagles,PHI,Eagles,Browns @ Eagles
Tampa Bay at Pittsburgh,Tampa Bay at Pittsburgh Winner?,KXNFLGAME-25AUG16TBPIT-PIT,2025-08-17 03:05:20.480522+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,37825,0,finalized,KXNFLGAME,2025-08-16,TB,PIT,Buccaneers,Steelers,PIT,Steelers,Buccaneers @ Steelers
Tampa Bay at Pittsburgh,Tampa Bay at Pittsburgh Winner?,KXNFLGAME-25AUG16TBPIT-TB,2025-08-17 03:05:20.480522+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,22075,0,finalized,KXNFLGAME,2025-08-16,TB,PIT,Buccaneers,Steelers,TB,Buccaneers,Buccaneers @ Steelers
Buffalo at Chicago,Buffalo at Chicago Winner?,KXNFLGAME-25AUG17BUFCHI-BUF,2025-08-18 03:48:18.113507+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,291021,0,finalized,KXNFLGAME,2025-08-17,BUF,CHI,Bills,Bears,BUF,Bills,Bills @ Bears
Buffalo at Chicago,Buffalo at Chicago Winner?,KXNFLGAME-25AUG17BUFCHI-CHI,2025-08-18 03:48:18.113507+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,106644,0,finalized,KXNFLGAME,2025-08-17,BUF,CHI,Bills,Bears,CHI,Bears,Bills @ Bears
Jacksonville at New Orleans,Jacksonville at New Orleans Winner?,KXNFLGAME-25AUG17JACNO-JAC,,0.0000,1.0000,0.0000,1.0000,0.4900,59727,4214,finalized,KXNFLGAME,2025-08-17,JAC,NO,Jaguars,Saints,JAC,Jaguars,Jaguars @ Saints
Jacksonville at New Orleans,Jacksonville at New Orleans Winner?,KXNFLGAME-25AUG17JACNO-NO,,0.0000,1.0000,0.0000,1.0000,0.4900,68743,3771,finalized,KXNFLGAME,2025-08-17,JAC,NO,Jaguars,Saints,NO,Saints,Jaguars @ Saints
Cincinnati at Washington,Cincinnati at Washington Winner?,KXNFLGAME-25AUG18CINWAS-CIN,2025-08-19 03:26:12.053197+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,103126,0,finalized,KXNFLGAME,2025-08-18,CIN,WAS,Bengals,Commanders,CIN,Bengals,Bengals @ Commanders
Cincinnati at Washington,Cincinnati at Washington Winner?,KXNFLGAME-25AUG18CINWAS-WAS,2025-08-19 03:26:12.053197+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,200157,0,finalized,KXNFLGAME,2025-08-18,CIN,WAS,Bengals,Commanders,WAS,Commanders,Bengals @ Commanders
Pittsburgh at Carolina,Pittsburgh at Carolina Winner?,KXNFLGAME-25AUG21PITCAR-CAR,2025-08-22 02:14:13.048194+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,90988,0,finalized,KXNFLGAME,2025-08-21,PIT,CAR,Steelers,Panthers,CAR,Panthers,Steelers @ Panthers
Pittsburgh at Carolina,Pittsburgh at Carolina Winner?,KXNFLGAME-25AUG21PITCAR-PIT,2025-08-22 02:14:13.048194+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,65267,0,finalized,KXNFLGAME,2025-08-21,PIT,CAR,Steelers,Panthers,PIT,Steelers,Steelers @ Panthers
New England at New York G,New England at New York G Winner?,KXNFLGAME-25AUG21NENYG-NE,2025-08-22 03:22:16.093750+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,91611,0,finalized,KXNFLGAME,2025-08-21,NE,NYG,Patriots,Giants,NE,Patriots,Patriots @ Giants
New England at New York G,New England at New York G Winner?,KXNFLGAME-25AUG21NENYG-NYG,2025-08-22 03:22:16.093750+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,36258,0,finalized,KXNFLGAME,2025-08-21,NE,NYG,Patriots,Giants,NYG,Giants,Patriots @ Giants
Atlanta at Dallas,Atlanta at Dallas Winner?,KXNFLGAME-25AUG22ATLDAL-ATL,2025-08-23 03:30:24.841583+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,32583,0,finalized,KXNFLGAME,2025-08-22,ATL,DAL,Falcons,Cowboys,ATL,Falcons,Falcons @ Cowboys
Atlanta at Dallas,Atlanta at Dallas Winner?,KXNFLGAME-25AUG22ATLDAL-DAL,2025-08-23 03:30:24.841583+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,31848,0,finalized,KXNFLGAME,2025-08-22,ATL,DAL,Falcons,Cowboys,DAL,Cowboys,Falcons @ Cowboys
Chicago at Kansas City,Chicago at Kansas City Winner?,KXNFLGAME-25AUG22CHIKC-CHI,2025-08-23 03:57:01.199228+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,74352,0,finalized,KXNFLGAME,2025-08-22,CHI,KC,Bears,Chiefs,CHI,Bears,Bears @ Chiefs
Chicago at Kansas City,Chicago at Kansas City Winner?,KXNFLGAME-25AUG22CHIKC-KC,2025-08-23 03:57:01.199228+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,84777,0,finalized,KXNFLGAME,2025-08-22,CHI,KC,Bears,Chiefs,KC,Chiefs,Bears @ Chiefs
Philadelphia at New York J,Philadelphia at New York J Winner?,KXNFLGAME-25AUG22PHINYJ-NYJ,2025-08-23 03:00:39.147743+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,77659,0,finalized,KXNFLGAME,2025-08-22,PHI,NYJ,Eagles,Jets,NYJ,Jets,Eagles @ Jets
Philadelphia at New York J,Philadelphia at New York J Winner?,KXNFLGAME-25AUG22PHINYJ-PHI,2025-08-23 03:00:39.147743+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,100047,0,finalized,KXNFLGAME,2025-08-22,PHI,NYJ,Eagles,Jets,PHI,Eagles,Eagles @ Jets
Minnesota at Tennessee,Minnesota at Tennessee Winner?,KXNFLGAME-25AUG22MINTEN-MIN,2025-08-23 03:26:01.168931+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,49393,0,finalized,KXNFLGAME,2025-08-22,MIN,TEN,Vikings,Titans,MIN,Vikings,Vikings @ Titans
Minnesota at Tennessee,Minnesota at Tennessee Winner?,KXNFLGAME-25AUG22MINTEN-TEN,2025-08-23 03:26:01.168931+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,18502,0,finalized,KXNFLGAME,2025-08-22,MIN,TEN,Vikings,Titans,TEN,Titans,Vikings @ Titans
Las Vegas at Arizona,Las Vegas at Arizona Winner?,KXNFLGAME-25AUG23LVARI-ARI,2025-08-24 05:27:00.357520+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,82046,0,finalized,KXNFLGAME,2025-08-23,LV,ARI,Raiders,Cardinals,ARI,Cardinals,Raiders @ Cardinals
Las Vegas at Arizona,Las Vegas at Arizona Winner?,KXNFLGAME-25AUG23LVARI-LV,2025-08-24 05:27:00.357520+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,83067,0,finalized,KXNFLGAME,2025-08-23,LV,ARI,Raiders,Cardinals,LV,Raiders,Raiders @ Cardinals
Indianapolis at Cincinnati,Indianapolis at Cincinnati Winner?,KXNFLGAME-25AUG23INDCIN-CIN,2025-08-23 20:33:50.994179+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,35749,0,finalized,KXNFLGAME,2025-08-23,IND,CIN,Colts,Bengals,CIN,Bengals,Colts @ Bengals
Indianapolis at Cincinnati,Indianapolis at Cincinnati Winner?,KXNFLGAME-25AUG23INDCIN-IND,2025-08-23 20:33:50.994179+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,21215,0,finalized,KXNFLGAME,2025-08-23,IND,CIN,Colts,Bengals,IND,Colts,Colts @ Bengals
Los Angeles R at Cleveland,Los Angeles R at Cleveland Winner?,KXNFLGAME-25AUG23LACLE-CLE,2025-08-23 20:46:09.782814+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,75930,0,finalized,KXNFLGAME,2025-08-23,LA,CLE,Los Angeles,Browns,CLE,Browns,Los Angeles @ Browns
Los Angeles R at Cleveland,Los Angeles R at Cleveland Winner?,KXNFLGAME-25AUG23LACLE-LA,2025-08-23 20:46:09.782814+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,93077,0,finalized,KXNFLGAME,2025-08-23,LA,CLE,Los Angeles,Browns,LA,Los Angeles,Los Angeles @ Browns
Houston at Detroit,Houston at Detroit Winner?,KXNFLGAME-25AUG23HOUDET-DET,2025-08-23 20:11:19.237079+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,17317,0,finalized,KXNFLGAME,2025-08-23,HOU,DET,Texans,Lions,DET,Lions,Texans @ Lions
Houston at Detroit,Houston at Detroit Winner?,KXNFLGAME-25AUG23HOUDET-HOU,2025-08-23 20:11:19.237079+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,19359,0,finalized,KXNFLGAME,2025-08-23,HOU,DET,Texans,Lions,HOU,Texans,Texans @ Lions
Seattle at Green Bay,Seattle at Green Bay Winner?,KXNFLGAME-25AUG23SEAGB-GB,2025-08-23 23:33:18.703960+00:00,0.0000,1.0000,0.0000,1.0000,0.9900,62309,0,finalized,KXNFLGAME,2025-08-23,SEA,GB,Seahawks,Packers,GB,Packers,Seahawks @ Packers
Seattle at Green Bay,Seattle at Green Bay Winner?,KXNFLGAME-25AUG23SEAGB-SEA,2025-08-23 23:33:18.703960+00:00,0.0000,1.0000,0.0000,1.0000,0.0100,111813,0,finalized,KXNFLGAME,2025-08-23,SEA,GB,Seahawks,Packers,SEA,Seahawks,Seahawks @ Packers
